person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_int_rate_decimal,interest_earned,actual_profit
31,155000,RENT,3.0,HOMEIMPROVEMENT,B,20000,10.74,0,0.13,N,6,0.1074,2148.0,2148.0
30,156000,RENT,0.0,EDUCATION,A,20000,6.54,0,0.13,N,8,0.0654,1308.0,1308.0
34,148000,RENT,0.0,HOMEIMPROVEMENT,B,20000,10.99,1,0.14,N,6,0.1099,2198.0,-20000.0
31,23000,OWN,13.0,PERSONAL,A,4500,5.79,0,0.2,N,9,0.0579,260.55,260.55
32,175000,RENT,3.0,DEBTCONSOLIDATION,C,20000,13.49,0,0.11,Y,8,0.1349,2698.0,2698.0
30,180000,RENT,1.0,EDUCATION,C,20000,14.22,0,0.11,N,10,0.1422,2844.0,2844.0
28,113000,RENT,9.0,DEBTCONSOLIDATION,C,19975,13.92,1,0.18,N,9,0.1392,2780.52,-19975.0
29,53313,RENT,13.0,MEDICAL,B,19850,10.99,1,0.37,N,7,0.1099,2181.515,-19850.0
34,23000,OWN,2.0,PERSONAL,A,2500,10.99,0,0.11,N,7,0.1099,274.75,274.75
30,49110,RENT,2.0,EDUCATION,B,19775,12.42,1,0.4,N,10,0.1242,2456.0550000000003,-19775.0
33,18000,RENT,0.0,DEBTCONSOLIDATION,A,500,10.99,0,0.03,N,6,0.1099,54.949999999999996,54.949999999999996
27,12000,RENT,1.0,DEBTCONSOLIDATION,A,725,7.37,0,0.06,N,6,0.0737,53.432500000000005,53.432500000000005
32,12000,RENT,3.0,MEDICAL,C,900,10.28,1,0.07,N,5,0.10279999999999999,92.52,-900.0
30,23000,RENT,1.0,MEDICAL,B,950,10.99,0,0.04,N,6,0.1099,104.405,104.405
28,12000,RENT,1.0,HOMEIMPROVEMENT,D,1000,16.32,1,0.08,Y,9,0.1632,163.20000000000002,-1000.0
29,14400,RENT,3.0,EDUCATION,D,1000,16.32,1,0.07,Y,8,0.1632,163.20000000000002,-1000.0
27,17000,RENT,1.0,VENTURE,A,1000,7.29,0,0.06,N,5,0.0729,72.9,72.9
28,18000,RENT,0.0,PERSONAL,C,1000,13.49,1,0.06,N,8,0.1349,134.9,-1000.0
29,20000,RENT,0.0,PERSONAL,B,1000,10.65,0,0.05,N,10,0.1065,106.5,106.5
35,23400,OWN,12.0,EDUCATION,D,5000,15.33,0,0.21,N,9,0.1533,766.5,766.5
30,36432,RENT,1.0,EDUCATION,D,19000,15.21,1,0.52,Y,5,0.1521,2889.9,-19000.0
28,44000,RENT,3.0,MEDICAL,E,19000,16.82,1,0.43,N,8,0.16820000000000002,3195.8,-19000.0
31,51500,RENT,6.0,EDUCATION,D,19000,14.83,1,0.37,Y,10,0.1483,2817.7,-19000.0
33,56136,RENT,12.0,VENTURE,E,19000,15.68,1,0.34,Y,5,0.1568,2979.2,-19000.0
27,23652,MORTGAGE,9.0,PERSONAL,A,2000,7.49,0,0.08,N,8,0.07490000000000001,149.8,149.8
28,58000,RENT,5.0,HOMEIMPROVEMENT,D,19000,14.09,1,0.33,N,8,0.1409,2677.1,-19000.0
32,65000,RENT,2.0,MEDICAL,C,19000,12.84,0,0.29,Y,5,0.1284,2439.6,2439.6
35,65412,RENT,12.0,HOMEIMPROVEMENT,B,19000,11.14,0,0.29,N,7,0.1114,2116.6,2116.6
29,71000,RENT,0.0,PERSONAL,A,19000,6.54,0,0.27,N,9,0.0654,1242.6,1242.6
29,83700,RENT,3.0,PERSONAL,C,19000,10.99,0,0.23,N,10,0.1099,2088.1,2088.1
30,60000,RENT,7.0,PERSONAL,C,18950,15.96,1,0.32,Y,6,0.15960000000000002,3024.4200000000005,-18950.0
34,42000,RENT,5.0,PERSONAL,A,18825,7.9,1,0.45,N,10,0.079,1487.175,-18825.0
32,60000,RENT,5.0,VENTURE,B,18800,9.99,1,0.31,N,7,0.0999,1878.1200000000001,-18800.0
34,95000,RENT,5.0,VENTURE,C,18600,13.57,0,0.2,Y,7,0.13570000000000002,2524.0200000000004,2524.0200000000004
28,99700,RENT,2.0,DEBTCONSOLIDATION,C,18600,14.26,0,0.19,Y,8,0.1426,2652.36,2652.36
27,24000,OWN,1.0,PERSONAL,A,6000,8.9,0,0.25,N,10,0.08900000000000001,534.0000000000001,534.0000000000001
32,24000,OWN,2.0,PERSONAL,D,5000,16.29,0,0.21,N,9,0.1629,814.5,814.5
28,50400,RENT,8.0,VENTURE,D,18500,16.02,1,0.37,N,6,0.1602,2963.7000000000003,-18500.0
30,60000,RENT,14.0,MEDICAL,C,18500,12.99,1,0.31,N,5,0.12990000000000002,2403.15,-18500.0
27,60000,RENT,4.0,DEBTCONSOLIDATION,B,18500,10.99,1,0.31,N,5,0.1099,2033.1499999999999,-18500.0
33,62004,RENT,3.0,EDUCATION,C,18500,12.87,0,0.3,N,9,0.12869999999999998,2380.95,2380.95
27,24000,OWN,1.0,EDUCATION,C,6000,10.99,0,0.25,N,7,0.1099,659.4,659.4
31,112000,RENT,1.0,VENTURE,A,18500,7.51,0,0.17,N,7,0.0751,1389.35,1389.35
33,62500,RENT,3.0,DEBTCONSOLIDATION,B,18400,9.91,0,0.29,N,7,0.09910000000000001,1823.44,1823.44
31,121000,RENT,15.0,HOMEIMPROVEMENT,D,18400,10.99,0,0.15,Y,10,0.1099,2022.1599999999999,2022.1599999999999
29,45000,RENT,8.0,MEDICAL,C,18250,14.27,1,0.41,N,6,0.1427,2604.275,-18250.0
35,24000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.17,N,7,0.07490000000000001,299.6,299.6
30,24000,OWN,11.0,VENTURE,A,6000,10.99,0,0.25,N,9,0.1099,659.4,659.4
29,30996,RENT,0.0,DEBTCONSOLIDATION,B,18000,10.75,1,0.58,N,7,0.1075,1935.0,-18000.0
29,42000,RENT,6.0,PERSONAL,C,18000,14.65,1,0.43,N,7,0.1465,2637.0,-18000.0
31,24000,MORTGAGE,3.0,VENTURE,A,3000,7.49,0,0.13,N,10,0.07490000000000001,224.70000000000002,224.70000000000002
29,24000,MORTGAGE,0.0,EDUCATION,B,4000,10.59,0,0.17,N,10,0.1059,423.59999999999997,423.59999999999997
27,24000,OWN,4.0,EDUCATION,C,4000,12.99,0,0.17,N,6,0.12990000000000002,519.6,519.6
28,24000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,9600,11.99,0,0.4,N,8,0.1199,1151.04,1151.04
27,45150,RENT,1.0,PERSONAL,C,18000,13.16,1,0.4,N,7,0.1316,2368.7999999999997,-18000.0
34,45996,RENT,4.0,DEBTCONSOLIDATION,A,18000,10.99,1,0.39,N,9,0.1099,1978.2,-18000.0
27,50000,RENT,0.0,PERSONAL,A,18000,8.49,1,0.36,N,9,0.0849,1528.2,-18000.0
32,24000,OWN,1.0,MEDICAL,A,2000,7.29,0,0.08,N,6,0.0729,145.8,145.8
34,50000,RENT,4.0,PERSONAL,B,18000,8.88,1,0.36,N,9,0.0888,1598.4,-18000.0
31,50000,RENT,2.0,MEDICAL,C,18000,13.48,1,0.36,Y,9,0.1348,2426.4,-18000.0
27,24000,MORTGAGE,6.0,PERSONAL,A,6250,8.49,0,0.26,N,8,0.0849,530.625,530.625
27,51200,RENT,11.0,EDUCATION,D,18000,14.96,1,0.35,Y,8,0.1496,2692.8,-18000.0
34,51312,RENT,0.0,HOMEIMPROVEMENT,C,18000,13.85,1,0.35,N,10,0.13849999999999998,2492.9999999999995,-18000.0
29,54000,RENT,0.0,EDUCATION,B,18000,10.99,1,0.33,N,6,0.1099,1978.2,-18000.0
32,55000,RENT,0.0,DEBTCONSOLIDATION,B,18000,10.38,1,0.33,N,7,0.1038,1868.4,-18000.0
28,24000,OWN,3.0,PERSONAL,B,8000,10.37,0,0.33,N,5,0.10369999999999999,829.5999999999999,829.5999999999999
29,56964,RENT,12.0,DEBTCONSOLIDATION,A,18000,10.99,1,0.32,N,8,0.1099,1978.2,-18000.0
33,60000,RENT,7.0,HOMEIMPROVEMENT,A,18000,8.49,0,0.3,N,5,0.0849,1528.2,1528.2
30,24000,OWN,0.0,VENTURE,A,2500,7.29,0,0.1,N,6,0.0729,182.25000000000003,182.25000000000003
28,60372,RENT,4.0,DEBTCONSOLIDATION,C,18000,14.65,0,0.3,Y,5,0.1465,2637.0,2637.0
28,63000,RENT,12.0,HOMEIMPROVEMENT,B,18000,10.65,0,0.29,N,9,0.1065,1917.0,1917.0
27,64000,RENT,3.0,MEDICAL,B,18000,11.11,0,0.28,N,8,0.11109999999999999,1999.7999999999997,1999.7999999999997
30,64000,RENT,1.0,VENTURE,A,18000,8.38,0,0.28,N,7,0.08380000000000001,1508.4000000000003,1508.4000000000003
27,59000,RENT,3.0,PERSONAL,B,18000,12.18,1,0.31,N,9,0.12179999999999999,2192.3999999999996,-18000.0
35,66000,RENT,0.0,HOMEIMPROVEMENT,B,18000,9.99,0,0.27,N,8,0.0999,1798.2,1798.2
33,67800,RENT,3.0,HOMEIMPROVEMENT,B,18000,10.08,0,0.27,N,6,0.1008,1814.4,1814.4
29,68004,RENT,3.0,MEDICAL,B,18000,10.0,0,0.26,N,9,0.1,1800.0,1800.0
27,69790,RENT,6.0,DEBTCONSOLIDATION,B,18000,10.25,0,0.26,N,9,0.1025,1845.0,1845.0
28,24000,MORTGAGE,2.0,EDUCATION,A,1500,7.14,0,0.06,N,10,0.07139999999999999,107.09999999999998,107.09999999999998
28,64000,RENT,1.0,DEBTCONSOLIDATION,B,18000,11.58,1,0.28,N,6,0.1158,2084.4,-18000.0
33,70000,RENT,18.0,EDUCATION,B,18000,11.89,0,0.26,N,9,0.1189,2140.2000000000003,2140.2000000000003
34,72000,RENT,7.0,EDUCATION,D,18000,15.95,0,0.25,Y,8,0.1595,2871.0,2871.0
33,67000,RENT,8.0,HOMEIMPROVEMENT,C,18000,13.11,1,0.27,Y,7,0.1311,2359.7999999999997,-18000.0
31,75000,RENT,4.0,HOMEIMPROVEMENT,A,18000,8.9,0,0.24,N,6,0.08900000000000001,1602.0000000000002,1602.0000000000002
34,24000,OWN,4.0,HOMEIMPROVEMENT,C,2400,13.98,0,0.1,N,9,0.1398,335.52000000000004,335.52000000000004
34,78000,RENT,5.0,EDUCATION,A,18000,8.9,0,0.23,N,9,0.08900000000000001,1602.0000000000002,1602.0000000000002
28,80000,RENT,8.0,HOMEIMPROVEMENT,B,18000,10.59,0,0.23,N,10,0.1059,1906.1999999999998,1906.1999999999998
28,80000,RENT,9.0,PERSONAL,B,18000,11.49,0,0.23,N,6,0.1149,2068.2,2068.2
27,80000,RENT,1.0,VENTURE,B,18000,10.39,0,0.23,N,8,0.1039,1870.2,1870.2
28,81972,RENT,4.0,DEBTCONSOLIDATION,B,18000,10.99,0,0.22,N,6,0.1099,1978.2,1978.2
27,24000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9200,10.99,0,0.38,N,9,0.1099,1011.0799999999999,1011.0799999999999
33,24000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,6000,10.25,0,0.25,N,6,0.1025,615.0,615.0
29,74000,RENT,0.0,VENTURE,E,18000,17.04,1,0.24,Y,10,0.1704,3067.2,-18000.0
29,24000,MORTGAGE,7.0,MEDICAL,A,10000,10.99,0,0.42,N,6,0.1099,1099.0,1099.0
28,89004,RENT,3.0,PERSONAL,A,18000,7.49,0,0.2,N,10,0.07490000000000001,1348.2,1348.2
31,90000,RENT,12.0,EDUCATION,B,18000,12.42,0,0.2,N,8,0.1242,2235.6,2235.6
31,78000,RENT,0.0,HOMEIMPROVEMENT,E,18000,18.79,1,0.23,N,9,0.18789999999999998,3382.2,-18000.0
30,90000,RENT,14.0,MEDICAL,A,18000,8.94,0,0.2,N,8,0.0894,1609.1999999999998,1609.1999999999998
34,100000,RENT,4.0,VENTURE,C,18000,13.49,0,0.18,Y,10,0.1349,2428.2,2428.2
32,100000,RENT,2.0,PERSONAL,A,18000,10.99,0,0.18,N,5,0.1099,1978.2,1978.2
27,100000,RENT,0.0,VENTURE,A,18000,7.88,0,0.18,N,5,0.0788,1418.3999999999999,1418.3999999999999
30,101500,RENT,2.0,HOMEIMPROVEMENT,B,18000,12.18,0,0.18,N,7,0.12179999999999999,2192.3999999999996,2192.3999999999996
31,102000,RENT,11.0,MEDICAL,B,18000,10.0,0,0.18,N,10,0.1,1800.0,1800.0
33,90000,RENT,15.0,PERSONAL,B,18000,11.58,1,0.2,N,10,0.1158,2084.4,-18000.0
33,103000,RENT,17.0,PERSONAL,E,18000,16.82,0,0.17,Y,6,0.16820000000000002,3027.6000000000004,3027.6000000000004
27,110000,RENT,5.0,VENTURE,B,18000,9.91,0,0.16,N,5,0.09910000000000001,1783.8000000000002,1783.8000000000002
31,24000,OWN,1.0,HOMEIMPROVEMENT,A,1200,8.94,0,0.05,N,5,0.0894,107.27999999999999,107.27999999999999
30,24000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,8.94,0,0.25,N,7,0.0894,536.4,536.4
27,132000,RENT,4.0,DEBTCONSOLIDATION,A,18000,8.49,0,0.14,N,9,0.0849,1528.2,1528.2
27,102616,RENT,4.0,MEDICAL,C,18000,13.99,1,0.15,Y,7,0.1399,2518.2,-18000.0
33,140000,RENT,2.0,DEBTCONSOLIDATION,C,18000,10.99,0,0.13,N,9,0.1099,1978.2,1978.2
30,175000,RENT,1.0,EDUCATION,A,18000,5.79,0,0.1,N,10,0.0579,1042.2,1042.2
30,168000,RENT,1.0,DEBTCONSOLIDATION,D,18000,14.46,1,0.11,Y,9,0.1446,2602.8,-18000.0
33,30000,RENT,2.0,DEBTCONSOLIDATION,A,17975,8.49,1,0.6,N,8,0.0849,1526.0775,-17975.0
27,24000,MORTGAGE,1.0,VENTURE,C,11000,10.99,0,0.46,Y,6,0.1099,1208.8999999999999,1208.8999999999999
34,65000,RENT,0.0,EDUCATION,A,17900,7.9,0,0.28,N,8,0.079,1414.1,1414.1
27,24000,OWN,2.0,VENTURE,C,6000,12.53,0,0.25,N,9,0.1253,751.8,751.8
28,24000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.21,N,10,0.0932,466.0,466.0
27,32220,RENT,11.0,MEDICAL,B,17725,11.49,1,0.55,N,8,0.1149,2036.6025,-17725.0
31,105600,RENT,5.0,DEBTCONSOLIDATION,B,17700,10.99,0,0.17,N,6,0.1099,1945.23,1945.23
27,37793,RENT,11.0,VENTURE,B,17625,12.69,1,0.47,N,7,0.12689999999999999,2236.6124999999997,-17625.0
34,24000,MORTGAGE,5.0,MEDICAL,B,2000,9.2,0,0.08,N,7,0.092,184.0,184.0
29,77000,RENT,3.0,MEDICAL,C,17600,13.48,0,0.23,N,8,0.1348,2372.48,2372.48
29,88000,RENT,8.0,DEBTCONSOLIDATION,C,17600,14.26,0,0.2,Y,6,0.1426,2509.76,2509.76
29,153000,RENT,1.0,VENTURE,B,17600,8.7,0,0.12,N,8,0.087,1531.1999999999998,1531.1999999999998
28,205000,RENT,13.0,MEDICAL,C,17600,13.23,0,0.09,N,10,0.1323,2328.48,2328.48
28,44000,RENT,3.0,EDUCATION,E,17500,10.99,1,0.4,N,10,0.1099,1923.25,-17500.0
28,44900,RENT,12.0,MEDICAL,C,17500,14.35,1,0.39,Y,10,0.1435,2511.25,-17500.0
27,48500,RENT,1.0,VENTURE,B,17500,12.42,1,0.36,N,9,0.1242,2173.5,-17500.0
35,50000,RENT,4.0,PERSONAL,C,17500,12.84,1,0.35,N,5,0.1284,2246.9999999999995,-17500.0
27,24570,MORTGAGE,2.0,PERSONAL,C,8500,10.99,0,0.35,Y,8,0.1099,934.15,934.15
32,24600,MORTGAGE,6.0,MEDICAL,A,4800,8.9,1,0.2,N,7,0.08900000000000001,427.20000000000005,-4800.0
33,58100,RENT,1.0,DEBTCONSOLIDATION,C,17500,13.57,0,0.3,Y,10,0.13570000000000002,2374.7500000000005,2374.7500000000005
33,92500,RENT,4.0,VENTURE,D,17500,15.28,0,0.19,N,6,0.1528,2674.0,2674.0
31,114237,RENT,15.0,HOMEIMPROVEMENT,C,17500,14.72,0,0.15,Y,6,0.1472,2576.0,2576.0
29,120000,RENT,1.0,VENTURE,C,17500,12.87,0,0.15,Y,8,0.12869999999999998,2252.2499999999995,2252.2499999999995
31,636000,RENT,2.0,DEBTCONSOLIDATION,B,17500,11.48,0,0.03,N,10,0.1148,2009.0,2009.0
29,35000,RENT,1.0,MEDICAL,A,17475,7.66,1,0.5,N,5,0.0766,1338.585,-17475.0
27,45000,RENT,1.0,DEBTCONSOLIDATION,B,17475,11.99,1,0.39,N,8,0.1199,2095.2525,-17475.0
32,58650,RENT,6.0,MEDICAL,D,17400,15.05,1,0.25,N,6,0.1505,2618.7,-17400.0
28,24996,MORTGAGE,6.0,PERSONAL,A,6000,5.99,0,0.24,N,7,0.0599,359.40000000000003,359.40000000000003
33,24996,MORTGAGE,3.0,PERSONAL,C,6600,12.99,0,0.26,Y,6,0.12990000000000002,857.3400000000001,857.3400000000001
35,54000,RENT,4.0,DEBTCONSOLIDATION,E,17250,19.42,1,0.32,N,10,0.1942,3349.9500000000003,-17250.0
29,75000,RENT,0.0,PERSONAL,C,17200,14.27,0,0.23,Y,8,0.1427,2454.44,2454.44
27,78000,RENT,6.0,DEBTCONSOLIDATION,D,17200,17.49,1,0.22,Y,7,0.17489999999999997,3008.2799999999997,-17200.0
33,33852,RENT,4.0,EDUCATION,B,17000,11.48,1,0.5,N,9,0.1148,1951.6,-17000.0
31,24996,MORTGAGE,6.0,PERSONAL,B,6000,9.25,0,0.24,N,9,0.0925,555.0,555.0
35,37000,RENT,5.0,MEDICAL,C,17000,13.49,1,0.46,Y,10,0.1349,2293.2999999999997,-17000.0
28,45300,RENT,3.0,DEBTCONSOLIDATION,C,17000,14.72,1,0.38,N,10,0.1472,2502.4,-17000.0
35,48000,RENT,6.0,MEDICAL,A,17000,7.88,1,0.35,N,6,0.0788,1339.6,-17000.0
27,55000,RENT,1.0,EDUCATION,A,17000,7.88,1,0.31,N,5,0.0788,1339.6,-17000.0
30,55000,RENT,6.0,EDUCATION,B,17000,10.99,1,0.31,N,9,0.1099,1868.3,-17000.0
27,60000,RENT,11.0,MEDICAL,C,17000,10.99,0,0.28,N,10,0.1099,1868.3,1868.3
29,60000,RENT,13.0,HOMEIMPROVEMENT,D,17000,14.96,0,0.28,N,8,0.1496,2543.2000000000003,2543.2000000000003
32,61000,RENT,4.0,DEBTCONSOLIDATION,B,17000,11.49,0,0.28,N,5,0.1149,1953.3,1953.3
34,65000,RENT,6.0,MEDICAL,A,17000,8.49,0,0.26,N,8,0.0849,1443.3,1443.3
28,25000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,10625,14.27,0,0.42,Y,6,0.1427,1516.1875,1516.1875
28,80000,RENT,12.0,MEDICAL,A,17000,5.79,0,0.21,N,6,0.0579,984.3,984.3
28,80000,RENT,3.0,HOMEIMPROVEMENT,C,17000,13.85,0,0.21,Y,8,0.13849999999999998,2354.4999999999995,2354.4999999999995
35,84996,RENT,12.0,PERSONAL,A,17000,7.88,0,0.2,N,6,0.0788,1339.6,1339.6
31,92000,RENT,3.0,PERSONAL,D,17000,14.54,0,0.18,Y,10,0.1454,2471.8,2471.8
33,25000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,6.62,0,0.24,N,8,0.0662,397.2,397.2
32,115000,RENT,16.0,HOMEIMPROVEMENT,B,17000,11.12,0,0.15,N,6,0.1112,1890.3999999999999,1890.3999999999999
32,25000,OWN,15.0,MEDICAL,B,9175,10.99,0,0.37,N,10,0.1099,1008.3325,1008.3325
31,25000,OWN,3.0,MEDICAL,C,3500,13.49,0,0.14,N,9,0.1349,472.15,472.15
29,25000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7475,8.49,0,0.3,N,6,0.0849,634.6275,634.6275
34,78000,RENT,0.0,DEBTCONSOLIDATION,A,16800,7.37,0,0.22,N,5,0.0737,1238.16,1238.16
27,25000,OWN,0.0,EDUCATION,B,5000,10.99,0,0.2,N,7,0.1099,549.5,549.5
29,91000,RENT,10.0,MEDICAL,B,16800,10.99,0,0.18,N,5,0.1099,1846.32,1846.32
30,83000,RENT,7.0,PERSONAL,C,16775,11.97,0,0.2,N,5,0.1197,2007.9675,2007.9675
28,24000,RENT,5.0,MEDICAL,D,16750,14.96,1,0.7,Y,10,0.1496,2505.8,-16750.0
33,33000,RENT,4.0,PERSONAL,B,16750,12.53,1,0.51,N,5,0.1253,2098.775,-16750.0
34,39672,RENT,18.0,EDUCATION,C,16750,13.98,1,0.42,N,9,0.1398,2341.65,-16750.0
35,39996,RENT,4.0,MEDICAL,D,16750,14.09,1,0.42,N,6,0.1409,2360.075,-16750.0
31,25000,OWN,5.0,VENTURE,C,4500,10.99,0,0.18,Y,8,0.1099,494.55,494.55
34,25000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,1000,9.63,0,0.04,N,6,0.09630000000000001,96.30000000000001,96.30000000000001
28,82000,RENT,12.0,VENTURE,G,16750,20.11,1,0.2,Y,10,0.2011,3368.425,-16750.0
30,96600,RENT,3.0,VENTURE,B,16750,10.62,0,0.17,N,5,0.10619999999999999,1778.85,1778.85
29,25000,OWN,9.0,HOMEIMPROVEMENT,B,2500,9.62,0,0.1,N,5,0.0962,240.49999999999997,240.49999999999997
27,25000,MORTGAGE,4.0,PERSONAL,D,4750,14.83,0,0.19,N,9,0.1483,704.425,704.425
27,25000,OWN,4.0,PERSONAL,A,4000,10.99,0,0.16,N,9,0.1099,439.59999999999997,439.59999999999997
35,57721,RENT,3.0,DEBTCONSOLIDATION,B,16500,10.99,0,0.29,N,6,0.1099,1813.35,1813.35
28,25000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6000,14.72,0,0.24,N,10,0.1472,883.1999999999999,883.1999999999999
32,25000,OWN,2.0,VENTURE,D,5000,16.32,0,0.2,Y,9,0.1632,816.0000000000001,816.0000000000001
27,68000,RENT,10.0,DEBTCONSOLIDATION,A,16500,7.88,0,0.24,N,7,0.0788,1300.1999999999998,1300.1999999999998
33,71000,RENT,0.0,EDUCATION,C,16500,14.72,0,0.23,N,6,0.1472,2428.8,2428.8
31,39000,RENT,0.0,HOMEIMPROVEMENT,D,16450,16.02,1,0.42,N,10,0.1602,2635.29,-16450.0
27,44544,RENT,4.0,MEDICAL,C,16425,14.27,1,0.37,Y,5,0.1427,2343.8475,-16425.0
34,43920,RENT,2.0,DEBTCONSOLIDATION,C,16400,11.03,1,0.37,Y,10,0.1103,1808.9199999999998,-16400.0
30,42000,RENT,2.0,MEDICAL,B,16200,10.25,1,0.39,N,6,0.1025,1660.5,-16200.0
28,50000,RENT,1.0,MEDICAL,C,16200,13.99,1,0.32,Y,5,0.1399,2266.38,-16200.0
30,54000,RENT,2.0,DEBTCONSOLIDATION,D,16200,15.57,1,0.3,N,10,0.1557,2522.34,-16200.0
30,25000,MORTGAGE,10.0,PERSONAL,A,6400,7.51,0,0.26,N,8,0.0751,480.64,480.64
28,70000,RENT,0.0,HOMEIMPROVEMENT,B,16100,11.83,0,0.23,N,9,0.1183,1904.63,1904.63
33,25000,MORTGAGE,4.0,EDUCATION,B,1600,11.36,0,0.06,N,7,0.11359999999999999,181.76,181.76
32,25000,OTHER,3.0,DEBTCONSOLIDATION,A,11200,7.88,1,0.45,N,5,0.0788,882.56,-11200.0
27,30000,RENT,5.0,MEDICAL,A,16000,7.9,1,0.53,N,8,0.079,1264.0,-16000.0
27,30000,RENT,1.0,MEDICAL,B,16000,10.0,1,0.53,N,5,0.1,1600.0,-16000.0
27,36000,RENT,7.0,EDUCATION,D,16000,15.7,1,0.44,N,9,0.157,2512.0,-16000.0
27,30000,RENT,12.0,DEBTCONSOLIDATION,B,16000,10.99,1,0.53,N,6,0.1099,1758.3999999999999,-16000.0
27,40000,RENT,11.0,MEDICAL,B,16000,9.91,1,0.4,N,9,0.09910000000000001,1585.6000000000001,-16000.0
29,40000,RENT,12.0,DEBTCONSOLIDATION,B,16000,11.71,1,0.4,N,6,0.11710000000000001,1873.6000000000001,-16000.0
30,40000,RENT,8.0,DEBTCONSOLIDATION,B,16000,11.48,1,0.4,N,8,0.1148,1836.8,-16000.0
31,25000,OWN,0.0,DEBTCONSOLIDATION,D,2400,14.42,0,0.1,Y,8,0.1442,346.08,346.08
33,25000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,12.53,0,0.12,Y,10,0.1253,375.9,375.9
34,37000,RENT,2.0,MEDICAL,D,16000,12.99,1,0.43,Y,9,0.12990000000000002,2078.4,-16000.0
29,44000,RENT,14.0,DEBTCONSOLIDATION,B,16000,10.99,1,0.36,N,9,0.1099,1758.3999999999999,-16000.0
35,45000,RENT,2.0,VENTURE,B,16000,10.0,1,0.36,N,10,0.1,1600.0,-16000.0
30,25056,MORTGAGE,3.0,HOMEIMPROVEMENT,B,2000,12.42,0,0.08,N,7,0.1242,248.4,248.4
27,39000,RENT,3.0,DEBTCONSOLIDATION,C,16000,12.73,1,0.41,N,8,0.1273,2036.8,-16000.0
29,47000,RENT,7.0,MEDICAL,B,16000,11.71,1,0.34,N,8,0.11710000000000001,1873.6000000000001,-16000.0
28,47831,RENT,8.0,DEBTCONSOLIDATION,C,16000,13.85,1,0.33,N,7,0.13849999999999998,2215.9999999999995,-16000.0
27,48000,RENT,2.0,VENTURE,C,16000,14.22,1,0.33,N,5,0.1422,2275.2,-16000.0
35,50000,RENT,11.0,MEDICAL,B,16000,9.91,1,0.32,N,5,0.09910000000000001,1585.6000000000001,-16000.0
27,25200,MORTGAGE,11.0,VENTURE,A,4500,5.42,0,0.18,N,6,0.0542,243.9,243.9
35,44000,RENT,3.0,PERSONAL,C,16000,13.99,1,0.36,Y,8,0.1399,2238.4,-16000.0
30,50000,RENT,4.0,HOMEIMPROVEMENT,E,16000,16.77,1,0.32,N,5,0.1677,2683.2,-16000.0
27,50000,RENT,3.0,MEDICAL,C,16000,10.99,1,0.32,Y,5,0.1099,1758.3999999999999,-16000.0
32,25200,OWN,17.0,MEDICAL,A,4000,6.54,0,0.16,N,6,0.0654,261.6,261.6
28,44000,RENT,5.0,PERSONAL,C,16000,13.48,1,0.36,N,6,0.1348,2156.8,-16000.0
34,44000,RENT,0.0,EDUCATION,D,16000,13.24,1,0.36,Y,6,0.1324,2118.3999999999996,-16000.0
30,51600,RENT,5.0,DEBTCONSOLIDATION,C,16000,13.49,1,0.31,N,8,0.1349,2158.4,-16000.0
32,51648,RENT,7.0,VENTURE,E,16000,14.18,1,0.31,N,8,0.1418,2268.8,-16000.0
27,48396,RENT,11.0,MEDICAL,D,16000,14.74,1,0.33,Y,7,0.1474,2358.4,-16000.0
27,55000,RENT,0.0,VENTURE,B,16000,11.12,0,0.29,N,9,0.1112,1779.1999999999998,1779.1999999999998
28,55000,RENT,5.0,PERSONAL,C,16000,13.98,0,0.29,Y,9,0.1398,2236.8,2236.8
28,51000,RENT,2.0,EDUCATION,E,16000,16.32,1,0.31,Y,9,0.1632,2611.2000000000003,-16000.0
30,54000,RENT,1.0,EDUCATION,E,16000,17.99,1,0.3,Y,10,0.17989999999999998,2878.3999999999996,-16000.0
35,25380,MORTGAGE,3.0,DEBTCONSOLIDATION,D,5000,10.99,1,0.2,N,10,0.1099,549.5,-5000.0
27,62000,RENT,4.0,DEBTCONSOLIDATION,A,16000,7.88,0,0.26,N,10,0.0788,1260.8,1260.8
27,25440,MORTGAGE,5.0,EDUCATION,D,1200,10.99,0,0.05,N,10,0.1099,131.88,131.88
33,62800,RENT,3.0,PERSONAL,C,16000,13.11,0,0.25,Y,5,0.1311,2097.6,2097.6
